Hugo_Symbol	Entrez_Gene_Id	Pt1	Pt10	Pt11	Pt12	Pt13	Pt14	Pt15	Pt16	Pt17	Pt18	Pt19	Pt2	Pt20	Pt21	Pt22	Pt23	Pt24	Pt25	Pt26	Pt27	Pt28	Pt29	Pt3	Pt30	Pt31	Pt32	Pt33	Pt34	Pt35	Pt36	Pt37	Pt38	Pt4	Pt5	Pt6	Pt7	Pt9
LOC100506368	100506368	-1	0	-1	-1	0	0	1	0	0	-1	-1	-1	-1	-1	0	1	0	2	-1	0	0	0	0	0	-1	0	-1	-1	-1	0	1	1	0	-1	0	-1	0
LOC100506384	100506384	1	2	1	1	0	2	1	2	1	2	1	-1	1	-1	1	0	2	1	-1	0	0	1	0	1	0	1	1	1	2	0	0	0	1	1	0	2	0
LOC100506385	100506385	1	2	-1	0	0	-1	0	1	0	0	0	0	-1	0	0	0	0	-1	-1	-2	0	1	0	0	-1	0	0	0	-1	0	0	0	-2	1	1	-1	0
LOC100506388	100506388	-1	0	-1	-1	0	-1	-1	-1	0	0	0	-2	-1	-1	0	0	0	0	-1	-2	0	0	0	0	-1	0	0	-1	-1	0	-2	-1	-2	-1	0	-1	0
LOC100506393	100506393	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	1	0	-2	0	0	0	0	2	0
LOC100506394	100506394	-1	-1	-1	-1	0	-1	0	0	0	-1	-1	0	0	-1	0	-1	1	0	0	2	0	1	1	0	0	1	0	0	1	0	0	0	1	2	1	-1	0
LOC100506409	100506409	1	-1	1	-1	1	0	1	0	0	0	0	0	1	0	2	1	1	1	0	0	0	1	1	1	0	1	1	1	1	0	2	0	1	2	1	-1	-1
LOC100506421	100506421	-1	2	-1	0	0	0	0	0	0	2	1	0	0	0	0	1	1	0	2	0	0	-2	-2	0	1	1	0	0	0	0	0	0	0	0	0	1	0
LOC100506422	100506422	-1	-2	-1	-1	-1	0	0	-1	0	0	-1	0	-1	-1	-1	-1	0	-1	0	0	0	-1	0	-1	0	-1	-1	-1	0	-1	0	0	-2	-1	-2	0	-1
LOC100506433	100506433	-1	-1	1	0	0	-1	-1	0	0	1	0	0	0	-1	0	1	0	-1	-1	0	0	0	0	0	0	1	0	-2	0	0	0	-1	0	0	1	-1	0
LOC100506451	100506451	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	1	0	-2	0	0	0	0	2	0
LOC100506462	100506462	-1	-1	1	0	0	0	0	-1	0	0	-1	-1	0	-1	0	0	-2	1	0	0	0	0	0	0	-1	0	-1	0	-1	-1	0	0	-2	1	0	-1	0
LOC100506469	100506469	0	0	-1	0	0	0	1	-1	0	1	1	0	0	0	0	0	0	1	-1	0	0	1	0	0	0	1	0	0	-1	0	0	-1	0	1	0	1	0
LOC100506472	100506472	1	2	1	1	0	0	1	1	1	2	1	0	0	0	0	0	1	-1	2	0	0	1	1	0	1	2	0	1	2	0	0	-1	1	1	1	1	0
LOC100506474	100506474	1	0	-1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	2	0	0	0	0	0	0	1	-1	0	0	0	0	0	0	-1	0	1	0
LOC100506497	100506497	1	2	1	1	1	-1	1	1	1	1	1	1	0	2	0	1	1	0	2	0	0	2	1	1	2	1	1	1	0	0	0	0	1	-1	0	2	1
LOC100506540	100506540	-1	0	-1	-1	0	0	0	0	0	-1	-1	-2	1	-1	0	-1	0	-1	2	0	0	1	0	0	0	0	-1	-1	-1	0	1	1	0	0	1	2	0
LOC100506548	100506548	1	0	0	-1	0	0	1	1	0	0	-1	0	0	0	0	1	1	1	2	0	0	0	0	0	0	1	0	1	-1	-1	1	0	0	0	0	0	1
LOC100506564	100506564	-1	-1	1	0	0	0	0	-1	0	0	-1	-1	0	-1	0	0	-2	1	0	0	0	0	0	0	-1	0	-1	0	-1	-1	0	0	-2	1	0	-1	0
LOC100506585	100506585	1	0	1	2	1	0	1	0	1	1	1	0	1	1	2	1	1	1	2	0	0	1	1	1	1	1	1	0	0	0	0	1	1	-1	1	-1	1
LOC100506599	100506599	-1	1	-1	-1	0	0	-1	-1	0	0	-1	-1	0	-1	0	0	0	0	-2	0	0	1	0	0	0	-2	0	-1	-1	-1	0	0	1	-1	0	0	-2
LOC100506649	100506649	-1	0	0	1	0	0	-1	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	-2	0	0	0	0	-1	0
LOC100506650	100506650	-1	1	1	-1	0	0	-1	0	0	0	1	0	0	-1	0	0	0	0	-1	0	0	0	1	0	1	1	0	1	0	0	1	-1	1	0	0	-1	-1
LOC100506655	100506655	1	0	0	0	0	0	-1	0	0	1	-1	0	-1	0	0	0	1	1	-1	0	0	0	1	0	0	0	-1	-1	-1	0	0	0	1	1	0	-1	0
LOC100506660	100506660	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	1	0	-2	0	0	0	0	2	0
LOC100506668	100506668	-1	0	0	1	0	0	-1	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	-2	0	0	0	0	-1	0
LOC100506686	100506686	0	-1	1	1	0	-1	-1	0	0	1	1	-1	0	0	0	-1	0	0	-1	0	0	1	0	0	0	0	1	0	1	0	0	0	1	1	1	-1	0
LOC100506688	100506688	1	0	0	0	0	0	1	1	0	-1	-1	0	0	0	-1	1	1	1	0	0	0	0	0	0	0	1	1	1	-1	-1	1	0	0	0	0	2	1
LOC100506710	100506710	-1	-2	-1	-1	-1	0	0	-1	0	0	-1	0	-1	-1	-1	0	0	-1	-1	0	0	-1	0	-1	0	-1	-1	-1	0	-1	0	0	-2	-1	0	0	-1
LOC100506713	100506713	-1	0	-1	-1	0	-1	-1	-1	0	0	0	-2	-1	-1	0	0	0	0	-1	-2	0	0	0	0	-1	0	0	-1	-1	0	-2	-1	-2	-1	0	-1	0
LOC100506714	100506714	1	2	1	1	0	2	1	1	1	2	1	0	0	0	0	0	1	-1	2	0	0	1	1	0	1	2	0	1	2	0	0	-1	1	1	1	1	0
LOC100506730	100506730	1	0	0	1	1	0	1	1	0	0	-1	-1	0	1	0	0	1	0	0	0	0	0	0	-1	1	1	-1	0	0	-1	0	0	-1	0	0	0	-1
LOC100506733	100506733	-1	-1	-1	0	-1	0	-1	0	0	-1	0	0	-1	-1	-1	0	0	0	0	0	0	1	-2	0	-1	-2	-1	-1	-1	-1	0	1	0	0	0	-1	-1
LOC100506746	100506746	-1	-1	-1	0	0	-1	0	-1	0	0	-1	-1	0	-1	0	0	-2	-1	0	0	0	0	0	0	-1	0	-1	0	0	-1	0	0	-2	1	0	-1	0
LOC100506776	100506776	1	2	1	1	1	-1	1	1	1	1	1	0	0	2	0	1	1	0	2	0	0	2	1	1	2	1	1	1	0	0	0	0	1	-1	0	2	1
LOC100506779	100506779	1	1	1	-1	0	0	-1	0	0	0	1	1	0	-1	0	0	0	0	-1	0	0	2	1	0	1	1	0	1	0	0	1	-1	1	0	0	-1	-1
LOC100506783	100506783	1	2	-1	0	0	0	0	1	1	2	1	0	0	0	0	0	1	1	2	0	0	-2	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0
LOC100506795	100506795	-1	2	2	1	1	-1	1	0	1	0	1	1	2	0	1	-1	1	1	0	-2	0	0	1	1	0	1	0	1	-1	0	1	0	1	1	0	0	0
LOC100506801	100506801	1	0	0	1	1	0	1	1	0	0	-1	-1	0	1	0	0	1	0	0	0	0	0	0	-1	1	1	-1	0	0	-1	0	0	-1	0	0	0	-1
LOC100506804	100506804	1	-1	-1	-1	0	0	0	0	0	0	-1	0	-1	0	-1	0	0	-1	2	0	0	-1	-2	0	0	-1	0	-1	-1	0	-2	0	-2	-1	0	-1	0
LOC100506810	100506810	-1	2	2	1	1	-1	1	0	1	0	1	1	2	0	1	-1	1	1	0	-2	0	0	1	1	0	1	0	1	-1	0	1	0	1	1	0	0	0
LOC100506835	100506835	-1	-1	-1	0	-1	0	-1	0	0	-1	0	0	-1	-2	-1	0	0	0	0	0	0	1	-2	0	-1	-2	-1	-1	-1	-1	0	1	0	0	0	-1	-1
LOC100506844	100506844	1	0	1	1	0	0	0	0	0	0	0	0	0	-1	0	1	0	0	-1	0	0	0	0	0	0	0	0	0	-1	0	-1	0	0	0	0	2	0
LOC100506866	100506866	1	2	-1	0	0	-1	0	1	1	2	1	0	0	0	0	0	1	1	2	0	0	-2	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0
LOC100506874	100506874	1	-1	1	1	0	-1	-1	0	0	1	1	-1	0	0	0	-1	-2	0	-1	0	0	1	0	0	0	0	1	1	1	0	0	0	1	1	1	-1	0
LOC100506888	100506888	-1	0	0	1	0	-1	0	-1	0	-1	-1	1	-1	-1	0	0	1	1	0	0	0	1	0	1	0	1	-1	0	0	-1	0	0	0	0	1	-1	1
LOC100506895	100506895	1	2	1	1	1	-1	1	1	1	1	1	0	0	2	0	1	1	0	2	0	0	2	1	1	2	1	1	1	0	0	0	0	1	-1	0	2	1
LOC100506930	100506930	0	0	-1	0	0	0	1	-1	0	1	1	0	0	0	0	0	0	1	-1	0	0	1	0	0	0	1	0	0	-1	0	0	-1	0	1	0	1	0
LOC100506939	100506939	-1	-1	-1	0	-1	0	-1	0	0	-1	0	0	-1	-2	-1	0	0	0	0	0	0	1	-2	0	-1	-1	-1	-1	0	-1	0	1	0	0	0	-1	-1
LOC100506963	100506963	1	0	0	1	1	0	1	1	0	0	-1	-1	0	1	0	0	1	0	0	0	0	0	0	-1	1	1	-1	0	0	-1	0	0	-1	0	0	0	-1
LOC100506990	100506990	1	-2	0	1	0	-1	0	-1	-2	-1	-2	0	0	0	1	1	1	1	-1	0	0	-2	0	0	0	0	-1	-1	-1	0	0	0	1	0	0	-1	1
LOC100506994	100506994	1	1	2	0	0	0	1	1	0	2	1	-1	1	0	0	0	1	0	2	0	0	1	1	0	0	-1	1	0	-1	-1	0	0	1	0	0	1	0
LOC100507003	100507003	0	0	-1	0	0	0	1	-1	0	1	1	0	0	0	0	-1	0	1	-1	0	0	1	0	0	-1	1	0	0	-1	0	0	-1	0	1	-2	1	0
LOC100507032	100507032	1	1	0	-1	0	0	1	1	0	2	1	-1	1	0	0	0	1	-1	2	0	0	1	1	0	0	-1	1	0	1	-1	0	0	1	0	0	1	0
LOC100507034	100507034	-1	-1	-1	0	-1	0	-1	-1	0	0	0	0	-1	-1	-1	0	0	-1	0	0	0	1	-2	0	-1	-1	-1	1	-1	-1	0	0	0	0	0	0	-1
LOC100507043	100507043	-1	-1	0	0	0	-1	-1	0	0	1	0	0	0	-1	0	-1	0	-2	-1	0	0	-1	0	0	0	1	0	-2	0	0	0	-1	0	0	1	-1	0
LOC100507050	100507050	-1	0	-1	-1	0	2	-1	0	0	-1	-1	-2	-1	-1	0	1	0	2	-1	0	0	0	0	0	-1	0	-1	-1	-1	0	1	0	0	-1	0	-1	-1
LOC100507053	100507053	-1	-1	-1	0	0	-1	0	-1	0	0	0	-1	0	-1	0	0	-2	-1	0	0	0	0	0	0	-1	0	-1	0	0	0	0	0	-2	1	0	-1	0
LOC100507055	100507055	-1	0	0	1	0	0	-1	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	-2	0	0	0	0	-1	0
LOC100507062	100507062	1	1	2	0	0	0	1	1	0	2	1	-1	1	0	0	0	1	-2	2	0	0	1	1	0	0	-1	1	0	-1	-1	0	0	1	0	0	1	0
LOC100507066	100507066	-1	0	0	1	0	0	-1	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	-2	0	0	0	0	-1	0
LOC100507086	100507086	-1	1	0	-1	0	2	1	1	0	2	1	-1	1	0	0	0	1	-1	0	0	0	1	1	0	0	-1	0	0	1	-1	0	0	1	0	0	1	0
LOC100507091	100507091	-1	0	0	1	0	0	-1	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	-2	0	0	0	0	-1	0
LOC100507096	100507096	-1	-1	-1	0	0	-1	0	-1	0	0	0	-1	0	-1	0	0	-2	-1	0	0	0	0	0	0	-1	0	-1	0	0	0	0	0	-2	1	0	-1	0
LOC100507117	100507117	-1	2	0	1	2	2	0	0	1	1	-1	0	2	-1	1	1	1	1	-2	0	0	1	1	0	0	2	-1	2	-1	2	1	0	1	0	0	-1	1
LOC100507127	100507127	-1	-1	-1	0	-1	0	-1	-1	0	0	0	0	-1	-1	-1	0	0	-1	0	0	0	1	-2	0	-1	-1	-1	1	-1	-1	0	0	0	0	0	0	-1
LOC100507140	100507140	1	2	-1	0	0	-1	0	0	1	2	1	0	0	0	0	0	1	1	2	0	0	-2	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0
LOC100507156	100507156	1	-2	0	1	0	-1	0	-1	-2	-1	-2	0	0	0	1	1	1	1	-1	0	0	-2	0	0	0	0	-1	-1	-1	0	0	0	1	0	0	-1	1
LOC100507173	100507173	1	-1	1	-1	1	0	1	0	0	0	0	0	1	0	1	1	1	1	0	0	0	1	-2	1	0	1	1	1	1	0	2	-1	1	2	1	-1	-1
LOC100507178	100507178	1	0	-2	1	1	0	1	1	0	0	1	-1	0	1	0	0	1	0	0	0	0	0	0	0	1	1	-1	0	0	-1	0	0	-1	0	0	0	-1
LOC100507194	100507194	1	-1	1	-1	1	0	1	0	0	0	0	0	1	0	2	1	1	1	-1	0	0	1	1	1	0	1	1	1	1	0	2	0	1	2	1	-1	-1
LOC100507203	100507203	-1	-1	-1	-1	0	0	0	0	0	0	-1	-1	-1	0	-1	-1	0	-1	2	0	0	-1	-2	-1	0	-1	0	-1	-1	0	0	0	-2	-1	0	-1	0
LOC100507205	100507205	-1	0	-1	-1	0	0	0	0	0	-1	-1	-2	-1	-1	0	-1	0	-1	0	0	0	-2	0	0	0	0	-1	-1	0	0	1	1	0	0	0	2	0
LOC100507206	100507206	-1	0	0	1	0	0	-1	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	-2	0	0	0	0	-1	0
LOC100507217	100507217	1	-1	1	1	0	-1	-1	0	0	1	1	-1	0	0	0	-1	-2	0	-1	0	0	1	0	0	0	0	1	1	2	0	0	0	1	1	1	-1	0
LOC100507218	100507218	1	1	1	-1	0	0	-1	2	0	0	1	1	2	-1	0	0	0	0	-1	0	0	-2	1	0	1	2	0	1	0	0	2	-1	1	0	0	-1	-1
LOC100507240	100507240	-1	-1	-1	-1	0	-1	0	0	0	-1	-1	0	0	-1	0	-1	1	0	-1	2	0	1	1	0	0	1	0	0	1	0	0	0	1	2	1	-1	0
LOC100507244	100507244	-1	1	-1	-1	0	0	0	-1	-2	0	-1	-1	0	-1	0	0	0	0	0	0	0	1	0	1	0	-2	-1	-1	-1	-1	0	0	1	-1	0	0	-1
LOC100507246	100507246	1	1	1	-1	0	0	-1	2	0	0	1	1	2	-1	0	0	0	0	-1	0	0	-2	1	0	1	2	0	1	0	0	2	-1	1	0	0	-1	-1
LOC100507250	100507250	1	0	1	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	1	2	0
LOC100507254	100507254	-1	-1	-1	-1	0	0	0	0	0	0	-1	-1	-1	0	-1	-1	0	-1	2	0	0	-1	-2	-1	0	-1	0	-1	-1	0	0	0	-2	-1	0	-1	0
LOC100507266	100507266	0	-1	-1	0	0	0	-1	-1	0	0	-1	-1	0	-1	-1	0	-2	1	0	0	0	0	0	0	-1	0	-1	0	0	-1	0	0	-2	1	-2	-1	-1
LOC100507299	100507299	-1	1	-1	-1	0	0	0	-1	-2	0	-1	-1	0	-1	0	0	0	0	0	0	0	1	0	1	0	-2	-1	-1	-1	-1	0	0	1	-1	0	0	-1
LOC100507300	100507300	-1	0	-1	-1	0	0	0	0	0	-1	-1	-2	-1	-1	0	-1	0	-1	0	0	0	-2	0	0	0	0	-1	-1	0	0	1	1	0	0	0	2	0
LOC100507331	100507331	-1	-1	-1	0	-1	0	-1	0	0	-1	0	0	-1	-2	-1	0	0	-1	0	0	0	1	0	-1	0	-1	-1	-1	-2	-1	0	1	0	0	0	-1	-1
LOC100507334	100507334	-1	2	-1	0	0	0	0	1	0	2	1	0	0	0	0	1	1	0	2	0	0	-2	-2	0	1	1	0	0	0	0	0	0	0	0	0	1	0
LOC100507341	100507341	1	-2	0	1	0	-1	0	-1	-2	-1	-2	0	0	0	1	1	1	1	-1	0	0	-2	0	0	0	0	-1	-1	-1	0	0	0	1	0	0	-1	1
LOC100507346	100507346	-1	1	-1	-1	0	0	0	-1	-2	0	-1	-1	0	-1	0	0	0	0	-1	0	0	1	0	1	0	-2	-1	-1	-1	-1	0	0	1	-1	0	0	-1
LOC100507351	100507351	1	1	1	-1	0	0	-1	2	0	0	1	1	2	-1	0	0	0	0	-1	0	0	-2	1	0	1	2	0	1	0	0	2	-1	1	0	0	-1	-1
LOC100507362	100507362	1	-1	1	-1	1	0	1	0	0	0	0	0	1	0	1	1	1	1	0	0	0	1	-2	1	0	1	1	1	1	0	2	-1	1	2	1	-1	-1
LOC100507373	100507373	-1	1	-1	0	0	0	1	1	0	1	0	0	0	0	0	0	1	1	-1	0	0	1	0	0	0	1	-1	0	-1	0	0	-1	0	1	0	1	0
LOC100507377	100507377	1	0	1	1	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	2	0	0	0	0	0	0	0	0	-1	-1	0	1	0	0	0	1	-1	0
LOC100507387	100507387	1	0	0	-1	0	-1	1	-1	0	0	-1	0	-1	0	0	0	1	1	0	-2	0	0	1	0	0	-1	-1	-1	-1	-1	1	0	0	0	0	-1	1
LOC100507389	100507389	-1	1	0	-1	0	0	1	1	0	2	1	-1	1	0	0	0	1	-1	2	0	0	1	1	0	0	-1	1	0	1	-1	0	0	1	0	0	1	0
LOC100507391	100507391	-1	1	0	-1	0	2	1	1	0	2	1	-1	1	0	0	0	1	-1	0	0	0	1	1	0	0	-1	0	0	1	-1	0	0	1	0	0	1	0
LOC100507392	100507392	-1	0	-1	-1	0	2	-2	0	-2	-1	-1	-1	-1	-1	0	-1	0	-1	-1	0	0	0	0	0	-1	0	-1	-2	-1	0	-2	1	-2	-1	0	-1	0
LOC100507401	100507401	-2	0	-1	-1	0	0	0	0	0	-1	-1	-2	-1	-1	0	-1	0	-1	0	0	0	-2	0	0	0	0	-1	-1	0	0	1	1	0	0	0	2	0
LOC100507410	100507410	1	1	1	-1	0	0	-1	2	0	0	1	1	2	-1	0	0	0	0	-1	0	0	-2	1	0	1	2	1	1	0	0	2	-1	1	0	0	-1	-1
LOC100507421	100507421	1	0	2	2	1	0	1	0	1	1	1	0	1	1	2	1	1	1	2	0	0	1	1	1	1	1	1	0	2	0	0	1	1	-1	1	0	1
LOC100507423	100507423	1	0	-2	1	1	0	1	1	0	0	1	-1	0	1	0	0	1	0	0	0	0	0	0	0	1	1	-1	0	0	-1	0	0	-1	0	0	0	-1
LOC100507424	100507424	1	0	1	1	0	0	-1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	-1	0	1	0	0	0	-2	0	0	0	0	2	0
LOC100507433	100507433	0	0	-1	0	0	0	1	-1	0	1	1	0	0	0	0	0	0	1	-1	0	0	1	0	0	0	1	0	0	-1	0	0	-1	0	1	0	1	0
LOC100507443	100507443	1	2	-1	0	0	-1	0	0	1	2	1	0	0	0	0	0	1	1	2	0	0	-1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0
LOC100507462	100507462	-1	-1	-1	-1	0	0	0	0	0	0	-1	-1	-1	0	-1	-1	0	-1	2	0	0	-1	-2	-1	0	-1	0	-1	-1	0	0	0	-2	-1	0	-1	0
LOC100507463	100507463	1	-1	1	-1	1	0	1	0	0	0	0	0	1	0	1	1	1	1	-1	0	0	1	-2	1	0	1	1	1	1	0	2	-1	1	2	0	-1	-1
LOC100507466	100507466	0	-1	1	1	0	-1	-1	0	0	1	1	-1	0	0	0	-1	0	-1	0	0	0	-2	0	-1	0	0	0	0	1	0	0	0	1	1	1	-1	1
LOC100507470	100507470	-1	-1	-1	0	-1	2	-1	0	0	-1	0	0	-1	-2	-1	0	0	-1	0	0	0	1	0	-1	0	-1	-1	-1	-2	-1	0	1	0	0	0	-1	-1
LOC100507472	100507472	1	-1	1	1	0	-1	-1	0	0	1	1	-1	0	0	0	-1	-2	0	2	0	0	1	0	0	0	0	1	1	2	0	0	0	1	1	1	-1	0
LOC100507489	100507489	-1	-1	-1	-1	0	0	0	0	0	0	-1	-1	-1	0	-1	-1	0	-1	2	0	0	-1	-2	-1	0	-1	0	-1	-1	0	0	0	-2	-1	0	-1	0
LOC100507495	100507495	0	2	1	1	0	-1	1	-1	1	2	1	-1	1	0	1	-1	1	1	0	0	0	1	0	1	0	1	1	1	2	0	0	0	1	1	0	2	1
LOC100507501	100507501	1	0	0	0	0	0	-1	0	0	1	-1	0	-1	0	0	0	1	1	-1	0	0	-1	1	0	0	0	-1	-1	-1	0	0	0	1	1	0	-1	0
LOC100507537	100507537	-1	1	0	-1	0	0	1	1	0	2	1	-1	1	0	0	0	1	-1	2	0	0	1	1	0	0	-1	1	0	1	-1	0	0	1	0	0	1	0
LOC100507547	100507547	1	-1	1	-1	1	0	1	0	0	0	0	0	1	0	1	1	1	1	-1	0	0	1	-2	1	0	1	1	1	1	0	2	-1	1	2	0	-1	-1
LOC100507557	100507557	-1	-1	-1	-1	0	0	0	0	0	0	-1	-1	-1	0	-1	-1	0	-1	2	0	0	-1	-2	-1	0	-1	0	-1	-1	0	0	0	-2	-1	0	-1	0
LOC100507564	100507564	1	-1	-1	1	1	0	1	1	0	0	1	-1	0	1	0	0	1	0	0	0	0	0	0	0	-1	1	-1	0	0	-1	0	0	-1	0	0	0	-1
LOC100507567	100507567	-1	1	-1	0	0	2	1	1	-2	1	0	0	0	0	0	0	1	0	-1	0	0	1	0	0	0	1	-1	0	-1	0	0	-1	0	1	0	1	0
LOC100507577	100507577	0	0	-1	0	0	-1	-1	0	0	1	-1	0	-1	0	0	-1	1	-1	0	0	0	-2	-2	0	0	0	-1	-1	-1	0	0	0	0	1	0	-1	0
LOC100507582	100507582	1	2	-1	0	0	0	1	-1	0	1	1	-1	1	0	0	0	1	1	0	0	0	1	1	0	0	-1	1	0	-1	-1	0	0	2	0	0	0	0
LOC100507584	100507584	1	-1	1	-1	1	0	1	0	0	0	0	0	1	0	1	1	1	1	-1	0	0	1	-2	1	0	1	1	1	1	0	2	-1	1	2	0	-1	-1
LOC100507588	100507588	-1	1	-1	0	0	2	1	1	-2	1	0	0	0	0	0	0	1	0	-1	0	0	1	0	0	0	1	-1	0	-1	0	0	-1	0	1	0	1	0
LOC100507589	100507589	1	0	0	0	0	0	-1	0	0	1	-1	0	-1	0	0	0	1	1	-1	0	0	-1	1	0	0	0	-1	-1	-1	0	0	0	1	1	0	-1	0
LOC100507600	100507600	-1	2	-1	0	0	0	0	1	0	2	1	0	0	0	0	0	1	1	2	0	0	-2	-2	0	1	1	0	0	0	0	0	0	0	0	0	1	0
LOC100507605	100507605	-1	-2	-1	0	-1	0	-1	-1	0	0	0	0	-1	-1	-1	-1	0	-1	0	0	0	1	-2	0	-1	-2	-1	-1	-1	-1	0	0	0	0	0	0	-1
LOC100507629	100507629	0	2	1	1	0	-1	1	-1	1	2	1	-1	1	0	1	-1	1	1	0	0	0	1	0	1	0	1	1	1	2	0	0	0	1	1	0	2	1
LOC100507632	100507632	0	2	0	1	0	-1	0	0	1	0	-1	0	0	-1	1	1	1	1	-1	0	0	1	1	0	0	2	-1	2	-1	0	0	0	1	0	0	-1	1
LOC100507634	100507634	1	-1	-1	1	1	0	1	1	0	0	1	-1	0	1	0	0	1	0	2	0	0	0	0	0	-1	1	-1	0	0	-1	0	0	-1	0	0	0	0
LOC100507651	100507651	0	2	0	1	0	-1	0	0	1	0	-1	0	0	-1	1	1	1	1	-1	0	0	1	1	0	0	2	-1	2	-1	0	0	0	1	0	0	-1	1
LOC100508120	100508120	-1	-1	1	-1	1	0	1	0	0	0	0	0	1	0	2	1	1	1	-1	0	0	1	1	1	0	1	1	1	1	0	2	0	1	2	1	-1	-1
LOC100509894	100509894	-1	-1	-1	-1	0	-1	0	0	0	-1	-1	0	0	-1	0	-1	1	0	-1	2	0	1	1	0	0	1	0	0	1	0	0	0	1	2	1	-1	0
LOC100526771	100526771	-1	0	-1	-1	0	2	-2	0	-2	-1	-1	-2	-1	-1	0	-1	0	-1	-2	0	0	0	0	0	-1	0	-1	-2	-1	0	-2	1	-2	-1	0	-1	-1
LOC100527964	100527964	-1	2	1	1	1	-1	1	0	1	0	1	1	2	0	1	1	1	2	0	-2	0	0	1	1	2	1	0	1	-1	0	1	0	1	1	0	0	0
LOC100616530	100616530	0	2	0	1	2	-1	0	0	1	1	-1	0	2	-1	1	1	1	1	-1	0	0	1	1	0	0	2	-1	2	-1	0	1	0	1	0	0	-1	1
LOC100616668	100616668	-1	-1	-1	-1	0	-1	0	0	0	-1	-1	0	0	-1	0	-1	1	0	-1	2	0	1	1	0	0	1	0	0	1	0	0	0	1	2	1	-1	0
LOC100628307	100628307	-1	-1	1	0	0	-1	-1	0	0	1	0	0	0	-1	0	-1	0	-2	-1	0	0	-1	0	0	0	1	0	-2	0	0	0	-1	0	0	1	-1	0
LOC100630918	100630918	1	0	-1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	2	0	0	0	0	0	0	1	-1	0	0	0	0	0	0	0	0	1	0
LOC100630923	100630923	1	0	1	1	1	0	1	0	1	1	1	0	1	1	1	1	1	0	0	0	0	1	1	1	1	1	1	0	0	0	0	1	1	-1	1	0	1
LOC100631378	100631378	0	0	-1	0	0	0	1	-1	0	1	1	0	0	0	0	0	0	1	-1	0	0	1	0	0	0	1	0	0	-1	0	0	-1	0	1	0	1	0
LOC100652730	100652730	1	2	1	1	0	2	1	2	1	2	1	-1	1	-1	1	0	2	1	-1	0	0	1	0	1	0	1	1	1	2	0	0	0	1	1	0	2	0
LOC100652739	100652739	-1	-1	-1	-1	0	0	0	0	0	0	-1	-1	-1	0	-1	-1	0	-1	2	0	0	-1	-2	-1	0	-1	0	-1	-1	0	0	0	-2	-1	0	-1	0
LOC100652759	100652759	1	1	2	0	0	0	1	1	0	2	1	-1	1	0	0	0	1	-2	2	0	0	1	1	0	0	-1	1	0	-1	-1	0	0	1	0	0	1	0
LOC100652768	100652768	-1	0	-1	-1	0	2	-2	0	-2	-1	-1	-2	-1	-1	0	-1	0	-1	-2	0	0	0	0	0	-1	0	-1	-2	-1	0	-2	1	-2	-1	0	-1	-1
LOC100652770	100652770	-1	0	0	1	0	-1	0	-1	0	-1	-1	1	-1	-1	0	0	1	1	0	0	0	1	0	1	0	1	-1	0	0	-1	0	0	0	0	1	-1	1
LOC100652791	100652791	1	-2	0	1	0	-1	0	-1	-2	-1	-1	0	0	0	1	1	1	1	-1	0	0	-2	0	0	0	0	-1	-2	-1	0	0	0	1	0	0	-1	1
LOC100652846	100652846	1	0	1	1	0	0	-1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	-1	0	1	0	0	0	-2	0	0	0	0	2	0
LOC100652909	100652909	0	0	-1	0	0	0	1	-1	0	1	1	0	0	0	0	0	0	1	-1	0	0	1	0	0	0	1	0	0	-1	0	0	-1	0	1	0	1	0
LOC100652999	100652999	1	0	1	1	0	0	-1	-1	0	0	0	0	0	-1	0	0	0	0	-1	0	0	0	0	0	-1	0	0	0	-1	0	-1	0	0	0	0	-1	0
