Hugo_Symbol	Entrez_Gene_Id	Pt1	Pt10	Pt11	Pt12	Pt13	Pt14	Pt15	Pt16	Pt17	Pt18	Pt19	Pt2	Pt20	Pt21	Pt22	Pt23	Pt24	Pt25	Pt26	Pt27	Pt28	Pt29	Pt3	Pt30	Pt31	Pt32	Pt33	Pt34	Pt35	Pt36	Pt37	Pt38	Pt4	Pt5	Pt6	Pt7	Pt9
ACER3	55331	-1	0	-1	-1	0	2	-1	0	0	-1	-1	-1	-1	-1	0	1	0	2	-1	0	0	0	0	0	-1	0	-1	-1	-1	0	1	0	0	0	0	-1	-1
ACHE	43	1	2	1	1	1	0	1	0	1	1	1	0	1	1	1	1	1	0	0	0	0	2	1	1	1	1	1	0	0	0	0	1	1	-1	1	0	1
ACIN1	22985	-1	-1	1	0	0	-1	-1	0	0	1	-1	0	0	-1	0	-1	0	-1	-1	0	0	0	0	0	0	1	0	-1	0	0	0	-1	0	0	1	-1	0
ACLY	47	-1	1	1	-1	0	0	-1	0	0	0	1	0	-1	-1	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0	0	1	-1	1	0	1	-1	-1
ACMSD	130013	-1	2	-1	0	0	0	0	1	0	2	1	0	0	0	0	0	1	1	2	0	0	-2	-2	0	1	1	0	0	0	0	0	0	0	0	0	1	0
ACN9	57001	1	2	1	1	1	0	1	0	1	1	1	0	1	1	1	1	1	0	2	0	0	2	1	1	1	1	1	0	0	0	0	1	1	-1	1	0	1
ACO1	48	-1	-2	-1	-1	-1	0	0	0	0	0	-1	0	-1	-1	-1	-1	0	-1	0	0	0	-1	0	-1	0	-1	-1	-1	0	-1	0	0	-2	-1	0	0	-1
ACO2	50	1	2	1	1	0	2	1	1	1	2	1	0	0	0	0	0	1	-1	2	0	0	1	1	0	1	2	0	1	2	0	0	-1	1	1	1	1	0
ACOT1	641371	-1	-1	1	0	0	-1	-1	0	0	1	0	0	0	-1	0	-1	0	-2	-1	0	0	0	0	0	0	1	0	-2	0	0	0	-1	0	0	1	-1	0
ACOT11	26027	1	-1	-1	1	1	0	1	1	0	0	1	-1	0	1	0	0	1	0	0	0	0	0	0	0	-1	1	-1	0	0	-1	0	0	-1	0	0	0	0
ACOT12	134526	1	0	0	-1	0	-1	1	-1	0	0	-1	0	0	0	-1	0	1	1	-1	0	0	0	0	0	0	1	0	-1	-1	-1	1	0	0	0	0	-1	1
ACOT13	55856	1	-1	1	-1	1	0	1	0	0	0	0	0	1	0	1	1	1	1	0	0	0	1	-2	1	0	1	1	1	1	0	2	-1	1	2	1	-1	-1
ACOT2	10965	-1	-1	1	0	0	-1	-1	0	0	1	0	0	0	-1	0	-1	0	-2	-1	0	0	0	0	0	0	1	0	-2	0	0	0	-1	0	0	1	-1	0
ACOT4	122970	-1	-1	1	0	0	-1	-1	0	0	1	0	0	0	-1	0	-1	0	-2	-1	0	0	0	0	0	0	1	0	-2	0	0	0	-1	0	0	1	-1	0
ACOT6	641372	-1	-1	1	0	0	-1	-1	0	0	1	0	0	0	-1	0	-1	0	-2	-1	0	0	0	0	0	0	1	0	-2	0	0	0	-1	0	0	1	-1	0
ACOT7	11332	2	0	0	1	1	0	-2	1	0	0	-1	-1	0	1	0	0	1	0	0	0	0	0	0	-1	1	1	-1	0	2	-1	0	0	-1	0	0	0	-1
ACOT8	10005	1	2	1	1	0	2	1	2	1	2	1	-1	1	-1	1	0	2	1	-1	0	0	1	0	1	0	1	1	1	2	0	0	0	1	1	0	2	0
ACOX1	51	1	1	1	-1	0	0	-1	2	0	0	1	1	2	-1	0	0	0	0	-1	0	0	-2	1	0	1	2	0	1	0	0	2	-1	1	0	0	-1	-1
ACOX2	8309	1	1	-1	0	0	0	1	1	0	2	1	-1	1	0	0	0	1	0	2	0	0	1	1	0	0	-1	1	0	-1	-1	0	0	1	0	0	1	0
ACOX3	8310	0	-1	-1	0	0	0	-1	-1	0	0	-1	-1	0	-1	-1	0	-2	1	0	0	0	0	0	0	-1	0	-1	0	0	-1	0	0	-2	1	-2	-1	0
ACOXL	55289	-1	2	-1	0	0	0	0	1	0	2	1	0	0	0	0	1	1	0	2	0	0	-2	-2	0	1	1	0	0	0	0	0	0	0	0	0	1	0
ACP1	52	1	0	-1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	2	0	0	0	0	0	0	1	-1	0	0	0	0	0	0	-1	0	1	0
ACP2	53	-2	0	-1	-1	0	0	0	0	0	-1	-1	-2	-1	-1	0	-1	0	-1	0	0	0	-2	0	0	0	0	-1	-1	0	0	1	1	0	0	0	2	0
ACP5	54	-1	1	-1	0	0	2	1	1	-2	1	0	0	0	0	0	0	1	0	-1	0	0	1	0	0	0	1	-1	0	-1	0	0	-1	0	1	0	1	0
ACP6	51205	-1	1	1	1	1	2	1	0	1	0	1	1	1	0	1	1	1	2	0	0	0	0	1	1	1	1	0	1	0	0	1	0	1	1	0	0	0
ACPL2	92370	-1	1	0	-1	0	0	1	1	0	2	1	-1	1	0	0	0	1	-1	2	0	0	1	1	0	0	-1	1	0	1	-1	0	0	1	0	0	1	0
ACPP	55	1	1	0	-1	0	0	1	1	0	2	1	-1	1	0	0	0	1	-1	2	0	0	1	1	0	0	-1	1	0	1	-1	0	0	1	0	0	1	0
ACPT	93650	0	0	-1	0	0	0	1	-1	0	1	1	0	0	0	0	-1	0	1	-1	0	0	1	0	0	-1	1	0	0	-1	0	0	-1	0	1	-2	1	0
ACR	49	1	2	1	1	0	-1	1	1	1	2	1	0	0	0	0	0	1	-1	2	0	0	1	1	0	1	2	0	1	2	0	0	-1	1	1	1	1	0
ACRBP	84519	1	0	1	1	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	-1	0	1	0	0	0	-2	0	0	0	0	2	0
ACRV1	56	-1	0	-1	-1	0	2	-2	0	-2	-1	-1	-2	-1	-1	0	-1	0	-1	-1	0	0	0	0	0	-1	0	-1	-2	-1	0	-2	1	-2	-1	0	-1	0
ACSBG1	23205	1	-1	1	1	0	-1	-1	0	0	1	1	-1	0	0	0	-1	-2	0	-1	0	0	1	0	0	0	0	1	0	1	0	0	0	1	1	1	-1	0
ACSBG2	81616	-1	1	-1	0	0	2	1	1	-2	1	0	0	0	0	0	0	1	0	-1	0	0	1	0	0	0	1	-1	0	-1	0	0	-1	0	1	0	1	0
ACSF2	80221	-1	1	1	-1	0	0	-1	0	0	0	1	0	0	-1	0	0	0	0	-1	0	0	0	1	0	1	1	0	1	0	0	1	-1	1	0	0	-1	-1
ACSF3	197322	0	0	-1	0	0	0	-1	0	0	1	-1	0	-1	0	0	-1	1	-1	-1	0	0	-2	-2	0	-1	0	-1	-1	-1	0	1	0	0	1	0	-1	0
ACSL1	2180	-1	-1	-1	0	0	-1	0	-1	0	0	0	-1	0	-1	0	0	0	-1	0	0	0	0	-2	0	-1	0	0	-1	-1	0	0	0	-2	1	0	-1	0
ACSL3	2181	1	2	-1	0	0	-1	-1	0	1	2	1	-1	0	0	0	0	1	1	2	0	0	-1	0	0	1	1	0	0	0	-1	0	0	0	0	0	1	0
ACSL5	51703	-1	-1	-1	0	-1	2	-1	0	0	-1	0	0	-1	-1	-1	0	0	-1	0	0	0	1	-2	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	-1	-1
ACSL6	23305	1	0	0	-1	0	-1	1	-1	0	0	-1	0	-1	0	0	0	1	1	0	0	0	0	0	0	0	-1	0	-1	-1	-1	0	0	0	0	0	-1	1
ACSM1	116285	1	0	0	0	0	0	-1	0	0	1	-1	0	-1	0	0	0	1	1	-1	0	0	0	1	0	0	0	-1	-1	-1	0	0	0	1	1	0	-1	0
ACSM2A	123876	1	0	0	0	0	0	-1	0	0	1	-1	0	-1	0	0	0	1	1	-1	0	0	0	1	0	0	0	-1	-1	-1	0	0	0	1	1	0	-1	0
ACSM2B	348158	1	0	0	0	0	0	-1	0	0	1	-1	0	-1	0	0	0	1	1	-1	0	0	0	1	0	0	0	-1	-1	-1	0	0	0	1	1	0	-1	0
ACSM3	6296	1	0	0	0	0	0	-1	0	0	1	-1	0	-1	0	0	0	1	1	-1	0	0	0	1	0	0	0	-1	-1	-1	0	0	0	1	1	0	-1	0
ACSM4	341392	1	0	1	1	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	-1	0	1	0	0	0	-2	0	0	0	0	2	0
ACSM5	54988	1	0	0	0	0	0	-1	0	0	1	-1	0	-1	0	0	0	1	1	-1	0	0	0	1	0	0	0	-1	-1	-1	0	0	0	1	1	0	-1	0
ACSS1	84532	0	2	1	1	0	2	1	-1	1	2	1	-1	1	0	1	-1	1	1	0	0	0	1	0	1	0	1	1	1	2	0	0	0	1	1	0	2	1
ACSS2	55902	1	2	1	1	0	2	1	2	1	2	1	-1	1	-1	1	0	2	1	-1	0	0	1	0	1	0	1	1	1	2	0	0	0	1	1	0	2	0
ACSS3	79611	1	0	0	1	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	2	0	0	0	0	0	0	0	0	-1	-1	0	1	0	0	0	0	-1	0
ACTA1	58	-1	2	2	1	1	-1	1	0	1	0	1	1	2	0	1	-1	1	1	0	-2	0	0	1	1	0	1	0	1	-1	0	1	0	1	1	0	0	0
ACTA2	59	-1	-1	-1	0	-1	2	-1	0	0	-1	0	0	-1	-1	-1	0	0	-1	0	0	0	1	0	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	-1	-1
ACTB	60	1	2	1	1	1	-1	1	1	1	1	1	1	0	2	0	1	1	0	0	0	0	2	1	1	2	1	1	1	0	0	0	0	1	-1	0	2	1
ACTBL2	345651	1	0	0	-1	0	-1	1	-1	0	0	-1	0	0	0	0	0	1	1	-1	0	0	0	0	0	0	1	0	1	-1	-1	1	0	0	0	0	-1	1
ACTC1	70	0	-1	1	1	0	-1	-1	0	0	1	1	-1	0	0	0	-1	0	-1	0	0	0	-2	0	-1	0	0	0	0	1	0	0	0	1	1	1	2	1
ACTG1	71	1	1	1	-1	0	0	-1	2	0	0	1	1	2	-1	0	0	0	0	-1	0	0	-2	1	0	1	2	1	1	-1	0	2	-1	1	0	0	-1	-1
ACTG2	72	1	0	-1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	2	0	0	0	0	0	0	1	-1	0	0	0	0	0	0	0	0	1	0
ACTL10	170487	0	2	1	1	0	2	1	2	1	2	1	-1	1	0	1	0	1	1	-1	0	0	1	0	1	0	1	1	1	2	0	0	0	1	1	0	2	0
ACTL6A	86	-1	1	0	-1	0	0	1	1	0	2	1	-1	1	0	0	0	1	-1	2	0	0	1	1	0	0	-1	1	0	1	-1	0	0	1	0	0	1	0
ACTL6B	51412	1	2	1	1	1	0	1	0	1	1	1	0	1	1	1	1	1	0	0	0	0	2	1	1	1	1	1	0	0	0	0	1	1	-1	1	0	1
ACTL7A	10881	-1	1	-1	-1	0	0	0	-1	-2	0	-1	-1	0	-1	0	0	0	0	-1	0	0	1	0	1	0	-2	0	-1	-1	-1	0	0	1	-1	0	0	-1
ACTL7B	10880	-1	1	-1	-1	0	0	0	-1	-2	0	-1	-1	0	-1	0	0	0	0	-1	0	0	1	0	1	0	-2	0	-1	-1	-1	0	0	1	-1	0	0	-1
ACTL8	81569	1	0	0	1	1	0	1	1	0	0	-1	-1	0	1	0	0	1	0	0	0	0	0	0	-1	1	1	-1	0	2	-1	0	0	-1	0	0	0	-1
ACTL9	284382	-1	1	-1	0	0	2	1	1	-2	1	0	0	0	0	0	0	1	0	-1	0	0	1	0	0	0	1	-1	0	-1	0	0	-1	0	1	0	1	0
ACTN1	87	-1	-1	1	0	0	-1	-1	0	0	1	0	-2	0	-1	0	-1	0	-2	-1	0	0	0	0	0	0	1	0	-2	0	0	0	-1	0	0	1	-1	0
ACTN2	88	-1	2	2	1	1	-1	1	0	1	0	1	1	2	0	1	-1	1	1	2	-2	0	0	1	1	0	1	0	1	-1	0	1	0	1	1	0	0	0
ACTN3	89	-1	0	-1	-1	0	0	-1	0	0	-1	-1	-2	-1	-1	0	-1	0	-1	0	0	0	0	0	0	-1	0	-1	-1	0	0	1	0	0	-1	0	-1	-1
ACTN4	81	0	0	-1	0	0	0	1	-1	0	1	1	0	0	0	0	0	0	1	-1	0	0	1	0	0	0	1	0	0	-1	0	0	-1	0	1	0	1	0
ACTR10	55860	-1	-1	1	0	0	-1	-1	0	0	1	0	-2	0	-1	0	-1	0	-1	-1	0	0	0	0	0	0	1	0	-2	0	0	0	-1	0	0	1	-1	0
ACTR1A	10121	-1	-1	-1	0	-1	2	-1	0	0	-1	0	0	-1	-1	-1	0	0	-1	0	0	0	1	0	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	-1	-1
ACTR1B	10120	-1	2	-1	0	0	0	0	0	0	2	1	-1	0	0	0	1	1	0	2	0	0	-2	-2	0	1	1	0	0	0	0	0	0	0	0	0	1	0
ACTR2	10097	1	0	-1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	2	0	0	0	0	0	0	1	-1	0	0	0	0	0	0	0	0	1	0
ACTR3	10096	-1	2	-1	0	0	0	0	1	0	2	1	0	0	0	0	1	1	0	2	0	0	-2	-2	0	1	1	0	0	0	0	0	0	0	0	0	1	0
ACTR3B	57180	1	0	1	2	1	0	1	0	1	1	1	0	1	1	2	1	1	1	2	0	0	1	1	1	1	1	1	0	0	0	0	1	1	-1	1	-1	1
ACTR3BP2	440888	-1	-1	1	0	0	0	0	0	0	2	1	-1	0	0	0	1	1	1	2	0	0	0	-2	0	0	1	0	0	0	0	0	0	0	0	0	1	0
ACTR3BP5	399746	-1	-2	-1	0	-1	0	-1	-1	0	0	0	0	-1	-1	-1	-1	0	-1	0	0	0	1	-2	0	-1	-2	-1	-1	-1	-1	0	0	0	0	0	0	-1
ACTR3C	653857	1	0	1	2	1	0	1	0	1	1	1	0	1	1	2	1	1	1	2	0	0	1	1	1	1	1	1	0	0	0	0	1	1	-1	1	-1	1
ACTR5	79913	1	2	1	1	0	2	1	2	1	2	1	-1	1	-1	1	0	2	1	-1	0	0	1	0	1	0	1	1	1	2	0	0	0	1	1	0	2	0
ACTR6	64431	1	0	0	1	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	2	0	0	0	0	0	0	0	0	-1	-1	0	1	0	0	0	0	-1	0
ACTR8	93973	1	1	-1	0	0	0	1	1	0	2	1	-1	1	0	-1	0	1	0	0	0	0	1	1	0	0	-1	1	0	-1	-1	0	0	1	0	0	1	0
ACTRT2	140625	2	0	0	1	1	0	-2	1	0	0	-1	-1	0	1	0	0	1	0	0	0	0	0	0	-1	1	1	-1	0	2	-1	0	0	-1	0	0	0	-1
ACVR1	90	-1	2	-1	0	0	0	0	1	0	2	1	0	0	0	0	0	1	1	2	0	0	-2	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0
ACVR1B	91	1	0	1	1	0	0	-1	-1	0	0	0	0	0	-1	0	0	0	0	-1	0	0	0	0	0	-1	0	0	0	2	0	-1	0	0	0	0	-1	0
ACVR1C	130399	-1	2	-1	0	0	0	0	1	0	2	1	0	0	0	0	0	1	1	2	0	0	-2	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0
ACVR2A	92	-1	2	-1	0	0	0	0	1	0	2	1	0	0	0	0	0	1	1	2	0	0	-2	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0
ACVR2B	93	1	1	-1	0	0	0	1	1	0	1	1	-1	1	0	-1	0	1	0	2	0	0	1	1	0	0	-1	1	0	-1	-1	0	0	2	0	0	1	0
ACVRL1	94	1	0	1	1	0	0	-1	-1	0	0	0	0	0	-1	0	0	0	0	-1	0	0	0	0	0	-1	0	0	0	2	0	-1	0	0	0	0	-1	0
ACY1	95	1	1	-1	0	0	0	1	1	0	2	1	-1	1	0	-1	0	1	0	0	0	0	1	1	0	0	-1	1	0	-1	-1	0	0	1	0	0	1	0
ACY3	91703	-1	0	-1	-1	0	0	-1	0	0	-1	-1	-2	-1	-1	0	1	0	1	0	0	0	0	0	0	-1	0	-1	-1	0	0	1	0	0	-1	0	-1	-1
ACYP1	97	-1	-1	1	0	0	-1	-1	0	0	1	0	0	0	-1	0	-1	0	-2	-1	0	0	-1	0	0	0	1	0	-2	0	0	0	-1	0	0	1	-1	0
ACYP2	98	1	0	-1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	2	0	0	0	0	0	0	1	-1	0	0	0	0	0	0	-1	0	1	0
ADA	100	1	2	1	1	0	2	1	2	1	2	1	-1	1	-1	1	0	2	1	-1	0	0	1	0	1	0	1	1	1	2	0	0	0	1	1	0	2	0
ADAD1	132612	-1	-1	-1	0	0	-1	0	-1	0	0	0	-1	0	-1	0	0	-2	-1	0	0	0	0	0	0	-1	0	-1	0	0	0	0	0	-2	1	0	-1	0
ADAD2	161931	0	0	-1	0	0	0	-1	0	0	1	-1	0	-1	0	0	-1	1	-1	-1	0	0	-2	-2	0	-1	0	-1	-1	-1	0	1	0	0	1	0	-1	0
ADAL	161823	0	-1	1	1	0	-1	-1	0	0	1	1	-1	0	0	0	-1	0	-1	-1	0	0	-2	0	-1	0	0	0	0	1	0	0	0	1	1	1	2	0
ADAM1	8759	-1	0	0	1	0	0	-1	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	1	0	0	0	0	-1	0
ADAM10	102	0	-1	1	1	0	-1	-1	0	0	1	1	-1	0	0	0	-1	0	0	-1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	1	1	2	0
ADAM11	4185	-1	1	1	-1	0	0	-1	0	0	0	1	0	-1	-1	0	0	0	0	-1	0	0	0	0	0	1	1	0	1	0	0	1	-1	1	0	1	-1	-1
ADAM12	8038	-1	-2	-1	0	-1	-1	-1	0	0	-1	0	0	-1	-1	-1	0	0	-1	0	0	0	1	-2	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	-1	-1
ADAM15	8751	-1	2	1	1	1	0	1	0	1	0	1	1	2	0	1	1	1	2	0	0	0	0	1	1	1	1	0	1	-1	0	1	0	1	1	0	0	0
ADAM17	6868	1	0	-1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	2	0	0	0	0	0	0	1	-1	0	0	0	0	0	0	-1	0	1	0
ADAM18	8749	1	-2	0	1	0	-1	0	-1	-2	-1	-1	0	0	0	1	1	1	1	-1	0	0	1	0	0	0	0	-1	1	-1	0	0	0	1	0	0	-1	1
ADAM19	8728	1	0	0	-1	0	-1	1	-1	0	0	-1	0	-1	0	0	0	1	1	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	1	0	0	0	0	-1	1
ADAM2	2515	1	-2	0	1	0	-1	0	-1	-2	-1	-1	0	0	0	1	1	1	1	-1	0	0	1	0	0	0	0	-1	1	-1	0	0	0	1	0	0	-1	1
ADAM20	8748	-1	-1	1	0	0	-1	-1	0	0	1	0	-2	0	-1	0	-1	0	-2	-1	0	0	0	0	0	0	1	0	-2	0	0	0	-1	0	0	1	-1	0
ADAM21	8747	-1	-1	1	0	0	-1	-1	0	0	1	0	-2	0	-1	0	-1	0	-2	-1	0	0	0	0	0	0	1	0	-2	0	0	0	-1	0	0	1	-1	0
ADAM21P1	145241	-1	-1	1	0	0	-1	-1	0	0	1	0	-2	0	-1	0	-1	0	-2	-1	0	0	0	0	0	0	1	0	-2	0	0	0	-1	0	0	1	-1	0
ADAM22	53616	1	2	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	0	2	0	0	2	1	1	1	1	1	0	0	0	0	1	1	-1	1	0	1
ADAM23	8745	1	2	-1	0	0	-1	0	0	1	2	1	0	0	0	0	0	1	1	2	0	0	-1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0
ADAM28	10863	1	-2	0	1	0	-1	0	-1	-2	-1	-2	0	0	0	1	1	1	1	-1	0	0	-2	0	0	0	0	-1	-1	-1	0	0	0	1	0	0	-1	1
ADAM29	11086	-1	-1	-1	0	0	-1	0	-1	0	0	0	-1	0	-1	0	0	0	-1	0	0	0	0	0	0	-1	0	0	0	-1	0	0	0	-2	1	0	-1	0
ADAM30	11085	2	-1	-1	1	1	0	1	0	0	0	1	-1	1	0	0	0	1	0	2	0	0	0	0	0	-1	1	2	1	0	0	0	0	-1	0	0	0	0
ADAM32	203102	1	-2	0	1	0	-1	0	-1	-2	-1	-2	0	0	0	1	1	1	1	-1	0	0	-2	0	0	0	0	-1	1	-1	0	0	0	1	0	0	-1	1
ADAM33	80332	0	2	1	1	0	-1	1	-1	1	2	1	-1	1	0	1	-1	1	1	0	0	0	1	0	1	0	1	1	1	2	0	0	0	1	1	0	2	1
ADAM3A	1587	1	-2	0	1	0	-1	0	-1	-2	-1	-2	0	0	0	1	1	1	1	-1	0	0	-2	0	0	0	0	-1	1	-1	0	0	0	1	0	0	-1	1
ADAM5P	255926	1	-2	0	1	0	-1	0	-1	-2	-1	-2	0	0	0	1	1	1	1	-1	0	0	-2	0	0	0	0	-1	1	-1	0	0	0	1	0	0	-1	1
ADAM6	8755	-1	-1	0	0	0	-1	-1	0	0	1	0	0	0	-1	0	-1	0	-2	-1	0	0	-1	-2	0	0	1	0	-1	0	0	0	-1	0	0	1	-1	0
ADAM7	8756	1	-2	0	1	0	-1	0	-1	-2	-1	-2	0	0	0	1	1	1	1	-1	0	0	-2	0	0	0	0	-1	-1	-1	0	0	0	1	0	0	-1	1
ADAM8	101	-1	-2	-1	0	-1	-1	-1	0	0	-1	0	0	-1	-1	-1	0	0	-1	0	0	0	1	-2	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	-1	-1
ADAM9	8754	1	-2	0	1	0	-1	0	-1	-2	-1	-2	0	0	0	1	1	1	1	-1	0	0	-2	0	0	0	0	-1	1	-1	0	0	0	1	0	0	-1	1
ADAMDEC1	27299	1	-2	0	1	0	-1	0	-1	-2	-1	-2	0	0	0	1	1	1	1	-1	0	0	-2	0	0	0	0	-1	-1	-1	0	0	0	1	0	0	-1	1
ADAMTS1	9510	1	2	-1	0	0	-1	1	1	0	0	0	0	-1	0	0	0	0	-1	0	-2	0	1	0	0	-1	0	0	0	-1	0	1	0	-2	1	1	-1	1
ADAMTS10	81794	-1	1	-1	0	0	2	1	1	-2	1	0	0	0	0	0	0	1	0	-1	0	0	1	0	0	0	1	-1	0	-1	0	0	-1	0	1	0	1	0
ADAMTS12	81792	1	0	0	-1	0	0	1	1	0	0	-1	0	0	0	0	1	1	1	2	0	0	0	0	0	0	1	1	1	-1	-1	1	0	0	0	0	0	1
ADAMTS13	11093	-1	1	-1	-1	0	0	-1	-1	0	0	-1	-1	0	-1	0	0	0	0	-2	0	0	1	0	0	0	-2	0	-1	-1	-1	0	0	1	-1	0	0	-2
ADAMTS14	140766	-1	-1	-1	0	-1	0	-1	0	0	-1	0	0	-1	-2	-1	0	0	-1	0	0	0	1	0	0	-1	-1	-1	-1	-2	-1	0	1	0	0	0	-1	-1
ADAMTS15	170689	-1	0	-1	-1	0	2	-2	0	-2	-1	-1	-1	-1	-1	0	-1	0	-1	-1	0	0	0	0	0	-1	0	-1	-2	-1	0	1	1	-2	-1	0	-1	0
ADAMTS16	170690	1	0	0	0	0	0	1	1	0	-1	-1	0	0	0	-1	1	1	1	0	0	0	0	0	0	0	1	1	1	-1	-1	1	0	0	0	0	2	1
ADAMTS17	170691	1	-1	1	1	0	-1	-1	0	0	1	1	-1	0	0	0	-1	-2	0	2	0	0	1	0	0	0	0	1	1	2	0	0	0	1	1	1	-1	0
ADAMTS18	170692	0	0	-1	0	0	0	-1	0	0	1	-1	0	-1	0	0	-1	1	-1	0	0	0	-2	-2	0	-1	0	-1	-1	-1	0	1	0	0	1	0	-1	0
ADAMTS19	171019	1	0	0	-1	0	-1	1	-1	0	0	-1	0	-1	0	0	0	1	1	0	0	0	0	0	0	0	-1	0	-1	-1	-1	0	0	0	0	0	-1	1
ADAMTS2	9509	1	0	0	-1	0	-1	1	-1	0	0	-1	0	-1	0	0	0	1	1	0	-2	0	0	1	0	0	-1	-1	-1	-1	-1	1	0	0	0	0	-1	1
ADAMTS20	80070	1	0	1	1	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	2	0	-1	0	0	0	0	-1	0
ADAMTS3	9508	-1	-1	-1	0	0	-1	0	-1	0	0	-1	-1	0	-1	0	0	-2	-1	0	0	0	0	0	0	-1	0	-1	0	-1	-1	0	0	-2	1	0	-1	0
ADAMTS4	9507	-1	2	1	1	1	0	1	0	1	0	1	1	2	0	1	1	1	2	0	0	0	0	1	1	1	1	0	1	-1	0	1	0	1	1	0	0	0
ADAMTS5	11096	1	2	-1	0	0	-1	1	1	0	0	0	0	-1	0	0	0	0	-1	0	-2	0	1	0	0	-1	0	0	0	-1	0	1	0	-2	1	1	-1	1
ADAMTS6	11174	1	0	0	-1	0	-1	1	-1	0	0	-1	0	0	0	0	0	1	1	-1	0	0	0	0	0	0	1	0	1	-1	-1	1	0	0	0	0	-1	1
ADAMTS7	11173	1	-1	1	1	0	-1	-1	0	0	1	1	-1	0	0	0	-1	-2	0	-1	0	0	1	0	0	0	0	1	0	1	0	0	0	1	1	1	-1	0
ADAMTS8	11095	-1	0	-1	-1	0	2	-2	0	-2	-1	-1	-1	-1	-1	0	-1	0	-1	-1	0	0	0	0	0	-1	0	-1	-2	-1	0	1	1	-2	-1	0	-1	0
ADAMTS9	56999	1	1	2	0	0	0	1	1	0	2	1	-1	1	0	0	0	1	-2	2	0	0	1	1	0	0	-1	1	0	-1	-1	0	0	1	0	0	1	0
ADAMTS9-AS2	100507098	1	1	2	0	0	0	1	1	0	2	1	-1	1	0	0	0	1	-2	2	0	0	1	1	0	0	-1	1	0	-1	-1	0	0	1	0	0	1	0
ADAMTSL1	92949	-1	-1	-1	-1	-1	2	0	-1	0	0	-1	0	-1	-1	-1	0	0	-1	0	0	0	0	0	-1	-1	-1	-1	-1	0	-1	0	0	-2	-1	0	0	-1
ADAMTSL2	9719	-1	1	-1	-1	0	0	-1	-1	0	0	-1	-1	0	-1	0	0	0	0	-2	0	0	1	0	0	0	-2	0	-1	-1	-1	0	0	1	-1	0	0	-2
ADAMTSL3	57188	1	-1	1	1	0	-1	-1	0	0	1	1	-1	0	0	0	-1	-2	0	-1	0	0	1	0	0	0	0	1	1	1	0	0	0	1	1	1	-1	0
ADAMTSL4	54507	-1	2	1	1	1	-1	1	0	1	0	1	1	2	0	1	1	1	2	0	0	0	0	1	1	1	1	0	1	-1	0	1	0	1	1	0	0	0
ADAMTSL5	339366	-1	1	-1	0	0	2	-2	1	-2	1	0	0	0	0	0	-1	1	0	-1	0	0	1	0	0	-1	1	-1	0	-1	0	0	-1	0	1	0	1	0
ADAP1	11033	1	2	1	1	1	-1	1	1	1	1	1	1	0	2	0	1	1	0	0	0	0	2	1	1	2	1	1	1	0	0	0	0	1	-1	0	2	1
ADAP2	55803	-1	1	1	-1	0	0	-1	0	0	0	1	0	-1	-1	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0	0	1	-1	1	-1	-2	-1	-1
ADAR	103	-1	2	1	1	1	0	1	0	1	0	1	1	2	0	1	1	1	2	0	0	0	0	1	1	1	1	0	1	-1	0	1	0	1	1	0	0	0
ADARB1	104	1	2	-1	0	0	-1	0	1	0	0	0	0	-1	0	0	0	0	-1	-1	-2	0	1	0	0	-1	0	0	0	-1	0	0	0	-2	1	1	-1	0
ADARB2	105	-1	-1	-1	0	-1	0	-1	-1	0	0	0	0	-1	-1	-1	0	0	-1	0	0	0	1	-2	0	-1	-1	-1	1	-1	-1	0	0	0	0	0	0	-1
ADARB2-AS1	642394	-1	-1	-1	0	-1	0	-1	-1	0	0	0	0	-1	-1	-1	0	0	-1	0	0	0	1	-2	0	-1	-1	-1	1	-1	-1	0	0	0	0	0	0	-1
